snapped_at,price,market_cap,total_volume
2020-12-07 00:00:00 UTC,0.0045461197490867375,54533.37646739175,13328.661986930942
2020-12-08 00:00:00 UTC,0.004732421124703589,56748.83455053054,15525.105811851214
2020-12-09 00:00:00 UTC,0.004364712616539932,52582.149241769424,20188.935409275673
2020-12-10 00:00:00 UTC,0.004545803566719189,54721.66340344546,20090.043168078984
2020-12-11 00:00:00 UTC,0.004206734379077472,50144.94016362764,16376.307706203153
2020-12-12 00:00:00 UTC,0.004153277033785712,49854.65787616787,19470.22503423628
2020-12-13 00:00:00 UTC,0.004141293045831365,49732.40151159136,13568.395498056378
2020-12-14 00:00:00 UTC,0.004360683324505699,52058.784290983574,14390.142070321963
2020-12-15 00:00:00 UTC,0.004473074458625864,53721.99383737016,18495.314824884204
2020-12-16 00:00:00 UTC,0.004478892553302861,53711.87770744188,16766.933864596907
2020-12-17 00:00:00 UTC,0.004088296704816623,48972.98369174176,19429.12658493945
2020-12-18 00:00:00 UTC,0.003728641847201125,44776.80836132357,16784.21751663735
2020-12-19 00:00:00 UTC,0.003890731095730983,46551.3604807663,11382.731546414307
2020-12-20 00:00:00 UTC,0.0037302387994240156,44869.41653836294,15076.098147370742
2020-12-21 00:00:00 UTC,0.0036446165503417416,43577.28703619605,13257.956377400762
2020-12-22 00:00:00 UTC,0.0035650113136233043,42595.74625517735,9799.051516931135
2020-12-23 00:00:00 UTC,0.003544387011706255,42684.07649950786,10312.698528353027
2020-12-24 00:00:00 UTC,0.003254885834398479,39098.76369520367,12077.417880885707
2020-12-25 00:00:00 UTC,0.0033732563138924735,40539.48181387772,13905.040492967357
2020-12-26 00:00:00 UTC,0.003227640735903839,38771.69439983598,7058.2219612130275
2020-12-27 00:00:00 UTC,0.0028350826089484915,34007.92832367763,7807.175492559004
2020-12-28 00:00:00 UTC,0.0029475014194981796,35443.40961718524,34423.183807108166
2020-12-29 00:00:00 UTC,0.00302112691120882,36449.64318066514,8930.29207143213
2020-12-30 00:00:00 UTC,0.002858077544325678,34374.946661065056,5726.999642836151
2020-12-31 00:00:00 UTC,0.0028232270832744496,33969.378430442324,7988.997874824962
2021-01-01 00:00:00 UTC,0.0030446447640675783,36702.58280782244,8077.058695799309
2021-01-02 00:00:00 UTC,0.0030680404489496645,36811.87964763045,7896.027986882531
2021-01-03 00:00:00 UTC,0.0026784744473820356,32229.523270343943,7370.923751920106
2021-01-04 00:00:00 UTC,0.0028287854783933895,34197.57353303195,9187.076680482982
2021-01-05 00:00:00 UTC,0.0035026460450291426,41781.15497353645,20027.846644070363
2021-01-06 00:00:00 UTC,0.003521973073789129,42462.689512394434,18089.306004790706
2021-01-07 00:00:00 UTC,0.003116833282307694,38046.169638127794,9290.47444386153
2021-01-08 00:00:00 UTC,0.0029261287987476367,35577.87412259731,10229.33422022546
2021-01-09 00:00:00 UTC,0.002729612453256696,33002.191825706526,10409.711245234299
2021-01-10 00:00:00 UTC,0.0029470656551295357,35700.83573585715,9138.8658830338
2021-01-11 00:00:00 UTC,0.003316906577499349,40317.61308953675,12993.286746782755
2021-01-12 00:00:00 UTC,0.003238103359799423,39314.41876321308,15239.89750051552
2021-01-13 00:00:00 UTC,0.003733882875033136,45315.75604772688,17236.45265506441
2021-01-14 00:00:00 UTC,0.003958796160097043,48206.90522505596,15052.326883395668
2021-01-15 00:00:00 UTC,0.0037533573538665855,45378.02250660978,11618.411223632944
2021-01-16 00:00:00 UTC,0.004509198762276385,55437.8971069809,15670.583142172029
2021-01-17 00:00:00 UTC,0.005074556091808242,62088.64305698811,24580.759288234374
2021-01-18 00:00:00 UTC,0.00522078549985833,63705.295795456346,16797.57899482472
2021-01-19 00:00:00 UTC,0.0054287022985731554,66239.80338078388,15356.00532202669
2021-01-20 00:00:00 UTC,0.0051908383452321715,63854.963238381206,14662.702712567108
2021-01-21 00:00:00 UTC,0.0055833174947903935,68036.13179114398,15666.646223455868
2021-01-22 00:00:00 UTC,0.005211352539205201,63679.43622032554,23144.155722372663
2021-01-23 00:00:00 UTC,0.005794941090593274,71330.6896066612,20138.55602079535
2021-01-24 00:00:00 UTC,0.006590374128151075,80889.19794046205,20552.73851663112
2021-01-25 00:00:00 UTC,0.008248492509319607,102243.63361761133,46347.247626700555
2021-01-26 00:00:00 UTC,0.007721475611659761,94869.13313040475,34859.33569824501
2021-01-27 00:00:00 UTC,0.008461602075169975,104283.31343027702,34789.255997786684
2021-01-28 00:00:00 UTC,0.009459691375014938,116457.29336304593,38668.23275613223
2021-01-29 00:00:00 UTC,0.008990495547535194,110261.2340766607,28206.475309989055
2021-01-30 00:00:00 UTC,0.008417810460105021,103597.47335920946,27615.282102088204
